system:index,0_constant,1_B0_median,1_B1_median,1_B2_median,1_B3_median,1_B4_median,2_B0_median,2_B1_median,2_B2_median,2_B3_median,2_B4_median,cat,com_set1,com_set2,fid,finHarvDat,id,lab_set1,lab_set2,lat,lon,rd_id,set,strata,val_set1,x,y,.geo
00000000000000000205_0,0,557.0,836.0,1167.0,2768.0,65535.0,502.0,789.0,849.0,2664.0,65535.0,126,Fallow,,126.0,,125,Saeed,No double yet,48.9344337162343,37.0440421718342,486,free_ukraine,20,2.0,514656.0,461052.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.04414178158615,48.93433271372055]}"
0000000000000000021e_0,1,443.0,542.0,714.0,1397.0,65535.0,452.0,543.0,752.0,1293.0,65535.0,504,Unclear,,504.0,,503,Saeed,No double yet,47.3671004782131,30.3974421385481,528,free_ukraine,21,2.0,29928.0,264132.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.39750699438581,47.367042037517216]}"
00000000000000000220_0,0,436.0,674.0,848.0,3914.0,65535.0,403.0,598.0,626.0,2428.0,65535.0,593,Unclear,,593.0,,592,Saeed,No double yet,49.4775321009309,32.9417058753653,535,free_ukraine,21,2.0,212964.0,503076.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[32.94180537359753,49.47745413449921]}"
00000000000000000224_0,0,531.0,741.0,1035.0,2049.0,65535.0,560.0,765.0,1063.0,1740.0,65535.0,490,Unclear,,490.0,,489,Saeed,No double yet,47.0245835438088,31.5351802863008,541,free_ukraine,21,2.0,116316.0,226956.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[31.535223301723185,47.02451441968245]}"
00000000000000000229_0,0,463.0,703.0,785.0,2869.0,65535.0,438.0,662.0,635.0,3062.0,65535.0,103,Fallow,,103.0,,102,Saeed,No double yet,49.7231555293459,36.817274061507,548,free_ukraine,20,2.0,490776.0,547140.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.81731717234597,49.723053533177485]}"
0000000000000000022a_0,1,816.0,1205.0,1565.0,3152.0,65535.0,592.0,780.0,1090.0,1905.0,65535.0,421,unclear,,421.0,,420,Saeed,No double yet,45.5783508727253,28.7004802267886,551,free_ukraine,21,2.0,-101040.0,65328.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.700589422684033,45.578226812250016]}"
0000000000000000022d_0,0,449.0,690.0,825.0,2445.0,65535.0,380.0,471.0,590.0,1519.0,65535.0,202,Border,,202.0,,201,Saeed,No double yet,46.9944480073921,30.6334612577525,557,free_ukraine,20,2.0,48024.0,222684.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.63358425105242,46.99433102613603]}"
00000000000000000008_0,0,265.0,568.0,428.0,3802.0,65535.0,408.0,614.0,656.0,2388.0,65535.0,338,Harvested 03/08/22,,338.0,03/08/22,337,Shabri,Saeed,49.6455581025978,24.6032338491874,75,free_ukraine,20,1.0,-389256.0,530844.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.603283580286483,49.64543909262956]}"
00000000000000000012_0,0,458.0,685.0,956.0,2137.0,65535.0,548.0,728.0,984.0,2071.0,65535.0,559,Harvested 27/07/22,,559.0,27/07/22,558,Shabri,Saeed,48.1471042021352,31.2970052953801,80,free_ukraine,21,1.0,96276.0,351792.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[31.297079919903098,48.1470491987182]}"
00000000000000000031_0,2,456.0,636.0,927.0,1821.0,65535.0,461.0,571.0,773.0,1319.0,65535.0,399,Harvested 09/08-15/08/22,,399.0,12/08/22,398,Josef,Saeed,49.6696899532956,33.839559125232,184,free_ukraine,20,1.0,276912.0,527148.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.83967150007499,49.66960377377237]}"
0000000000000000003a_0,0,453.0,639.0,1047.0,2240.0,65535.0,498.0,708.0,985.0,2013.0,65535.0,596,Harvested 18/07 - 20/07/22,,596.0,19/07/22,595,Josef,Saeed,47.9500660143987,31.4416349592072,182,free_ukraine,21,1.0,107400.0,330012.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[31.441708680646343,47.949958825382375]}"
0000000000000000003b_0,2,679.0,948.0,1442.0,2493.0,65535.0,728.0,1009.0,1402.0,2309.0,65535.0,459,Harvested 17/07-20/07/22,,459.0,19/07/22,458,Josef,Saeed,48.6497838730434,37.6231021877278,106,free_ukraine,21,1.0,559812.0,433296.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.623195813729595,48.649746431711485]}"
00000000000000000058_0,0,375.0,506.0,821.0,1794.0,65535.0,411.0,533.0,955.0,1315.0,65535.0,390,Harvested 09/08/2022,,390.0,09/08/22,389,Fangjie,Saeed,47.2821943916275,32.4355837210733,208,free_ukraine,20,1.0,183660.0,257340.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[32.435694542524594,47.282151243167924]}"
00000000000000000063_0,1,858.0,1250.0,1793.0,3138.0,65535.0,920.0,1253.0,1914.0,2800.0,65535.0,502,Harvested 23/06/2022,,502.0,23/06/22,501,Fangjie,Saeed,46.2533282343862,29.9839123814125,246,free_ukraine,21,1.0,-1236.0,139824.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.984012469105593,46.253220916737426]}"
00000000000000000080_0,3,365.0,616.0,664.0,2682.0,65535.0,522.0,733.0,998.0,1913.0,65535.0,19,Harvested 180822,,19.0,18/08/22,18,Blake,Saeed,50.6008802906559,32.1727207555847,325,free_ukraine,20,1.0,153972.0,626220.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[32.17275765886281,50.60079739729067]}"
0000000000000000008a_0,3,503.0,967.0,912.0,3507.0,65535.0,1246.0,1730.0,2328.0,3776.0,65535.0,429,Harvested 130722-200722,,429.0,16/07/22,428,Blake,Saeed,49.0552608206754,33.8178356676158,303,free_ukraine,21,1.0,278556.0,458748.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.8179322701993,49.05515611943462]}"
0000000000000000008b_0,3,540.0,817.0,1174.0,2460.0,65535.0,1007.0,1498.0,2094.0,3344.0,65535.0,460,Harvested 220722-230722,,460.0,22/07/22,459,Blake,Saeed,49.5425341653248,29.3216881949161,311,free_ukraine,21,1.0,-49056.0,506664.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.321774441652682,49.54249216106946]}"
000000000000000000a8_0,0,303.0,559.0,583.0,2645.0,65535.0,585.0,891.0,1097.0,2720.0,65535.0,129,Harvested 2807-060822,,129.0,02/08/22,128,Yuval,Saeed,49.6404161701909,35.9786499585359,386,free_ukraine,20,1.0,431196.0,533208.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[35.9787398546204,49.64031869551008]}"
000000000000000000b2_0,0,411.0,563.0,771.0,1729.0,65535.0,524.0,651.0,872.0,1334.0,65535.0,571,Harvested 120722,,571.0,12/07/22,570,Yuval,Saeed,47.0455843898482,31.4294391138384,438,free_ukraine,21,1.0,108264.0,229152.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[31.429491592782316,47.04553499733084]}"
000000000000000000b3_0,1,888.0,1331.0,1871.0,3174.0,65535.0,966.0,1385.0,1930.0,3221.0,65535.0,547,Harvested 0107-070722,,547.0,04/07/22,546,Yuval,Saeed,46.6500558687086,30.2188109230966,379,free_ukraine,21,1.0,16692.0,184104.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.21892191590285,46.65000677773302]}"
000000000000000000f0_0,3,383.0,618.0,898.0,2264.0,65535.0,670.0,883.0,1321.0,2518.0,65535.0,577,Harvested 10/08/22,,577.0,10/08/22,576,Shabri,No double yet,50.38562531541731,35.7765051393601,2,free_ukraine,21,1.0,410760.0,614832.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[35.776618915693504,50.38556105521563]}"
000000000000000000f1_0,0,501.0,696.0,1010.0,2276.0,65535.0,543.0,754.0,1036.0,2280.0,65535.0,557,Harvested 18/07/22,,557.0,18/07/22,556,Shabri,No double yet,48.0570759041242,34.3999086673843,3,free_ukraine,21,1.0,327000.0,349836.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.39995074278034,48.057038007249425]}"
000000000000000000f2_0,0,513.0,736.0,1044.0,2245.0,65535.0,355.0,402.0,581.0,1016.0,65535.0,50,Harvested 07/07/22,,50.0,07/07/22,49,Shabri,No double yet,47.0065410415063,30.2370041819536,5,free_ukraine,20,1.0,17964.0,223872.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.237067884642062,47.00645828247164]}"
000000000000000000f3_0,2,569.0,868.0,1356.0,2742.0,65535.0,636.0,912.0,1397.0,2440.0,65535.0,450,Harvested 13/07/22,,450.0,13/07/22,449,Shabri,No double yet,47.7487467878849,34.2925781759382,6,free_ukraine,21,1.0,320844.0,315084.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.292691897856464,47.74864637021119]}"
000000000000000000f4_0,0,506.0,725.0,1153.0,2729.0,65535.0,587.0,778.0,1071.0,2218.0,65535.0,2,Harvested 12/07/22,,2.0,12/07/22,1,Shabri,No double yet,47.8457206305907,35.9906514035005,9,free_ukraine,20,1.0,446772.0,333888.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[35.9907772794276,47.8456644208961]}"
000000000000000000f5_0,2,598.0,839.0,1479.0,2520.0,65535.0,786.0,918.0,1315.0,1995.0,65535.0,442,Harvested 14/07/22 - 18/07/22,,442.0,16/07/22,441,Shabri,No double yet,48.17081131304771,35.421309498326,10,free_ukraine,21,1.0,401964.0,367068.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[35.421425052352646,48.170764722218955]}"
000000000000000000f6_0,0,294.0,580.0,354.0,4249.0,65535.0,371.0,559.0,701.0,2059.0,65535.0,269,Harvested 26/08/22,,269.0,26/08/22,268,Shabri,No double yet,51.481229137608,33.6482778117525,11,free_ukraine,20,1.0,254100.0,727608.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.648330344557536,51.4811463757278]}"
000000000000000000f7_0,3,307.0,618.0,410.0,3827.0,65535.0,649.0,947.0,1282.0,2445.0,65535.0,469,Harvested 04/09/22,,469.0,04/09/22,468,Shabri,No double yet,50.7282001350149,32.7280739374533,14,free_ukraine,21,1.0,192840.0,641544.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[32.72818599903391,50.72808867305041]}"
000000000000000000f8_0,2,426.0,768.0,975.0,3063.0,65535.0,693.0,1060.0,1539.0,2859.0,65535.0,599,Harvested 29/07/22,,599.0,29/07/22,598,Shabri,No double yet,48.5952277594178,28.9407812573744,15,free_ukraine,21,1.0,-77976.0,401472.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.940888761186006,48.595128862437015]}"
000000000000000000f9_0,1,967.0,1390.0,2028.0,3519.0,65535.0,963.0,1345.0,1926.0,3252.0,65535.0,498,Harvested 20/06/22,,498.0,20/06/22,497,Shabri,No double yet,47.5290208038306,33.2626833004842,17,free_ukraine,21,1.0,244896.0,287028.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.262773424613435,47.528918451715555]}"
000000000000000000fb_0,2,738.0,1044.0,1624.0,3089.0,65535.0,700.0,942.0,1237.0,2523.0,65535.0,482,Harvested 31/07/22,,482.0,31/07/22,481,Shabri,No double yet,48.8225297476759,36.8848639879093,19,free_ukraine,21,1.0,504108.0,447636.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.88496031324017,48.82249246084767]}"
000000000000000000ff_0,0,292.0,492.0,543.0,2030.0,65535.0,423.0,624.0,780.0,2128.0,65535.0,333,Harvested 01/08/22,,333.0,01/08/22,332,Shabri,No double yet,49.4005813317193,30.3589296932254,27,free_ukraine,20,1.0,26028.0,490716.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.35896926869708,49.400468514650164]}"
00000000000000000103_0,2,672.0,1064.0,1632.0,3230.0,65535.0,893.0,1328.0,2007.0,2993.0,65535.0,438,Harvested 21/07/22,,438.0,21/07/22,437,Shabri,No double yet,46.0030180670389,29.9457320350286,34,free_ukraine,21,1.0,-4188.0,111900.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.945834069530516,46.00295027858172]}"
00000000000000000106_0,3,589.0,941.0,1359.0,3243.0,65535.0,643.0,978.0,1319.0,2757.0,65535.0,533,Harvested 01/08 - 05/08/22,,533.0,03/08/22,532,Shabri,No double yet,48.6460207761716,27.5632197414005,37,free_ukraine,21,1.0,-179196.0,409308.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.56332227298872,48.64597350751818]}"
00000000000000000108_0,3,484.0,675.0,999.0,1945.0,65535.0,984.0,1435.0,1999.0,3250.0,65535.0,406,Harvested 11/07/22,,406.0,11/07/22,405,Shabri,No double yet,47.2445427563413,32.886525677725,39,free_ukraine,21,1.0,217800.0,254256.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[32.88664881515259,47.2444220012349]}"
00000000000000000109_0,2,633.0,978.0,1307.0,3271.0,65535.0,395.0,588.0,714.0,1695.0,65535.0,584,"Harvested 13/08 - 17/08/22, Burnt 23/08/22, War burning",,584.0,15/08/22,583,Shabri,No double yet,50.9972430524235,29.652793970607,40,free_ukraine,21,1.0,-24420.0,668244.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.65289345537914,50.9971341006442]}"
0000000000000000010b_0,2,679.0,981.0,1585.0,3201.0,65535.0,578.0,861.0,1392.0,2644.0,65535.0,416,Harvested 20/07 - 22/07/22,,416.0,21/07/22,415,Shabri,No double yet,48.4581406059258,33.3261667168999,44,free_ukraine,21,1.0,245424.0,390708.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.32628431520069,48.458045950080376]}"
0000000000000000010c_0,2,671.0,1102.0,1380.0,3600.0,65535.0,738.0,1153.0,1486.0,3133.0,65535.0,496,Harvested 08/07/22,,496.0,08/07/22,495,Shabri,No double yet,50.3332813667598,24.3611850062773,46,free_ukraine,21,1.0,-401388.0,608340.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.361277442744687,50.333189274151465]}"
00000000000000000111_0,0,282.0,531.0,383.0,3504.0,65535.0,345.0,550.0,749.0,1900.0,65535.0,424,"Harvested 31/07/22, Burnt 05/08/22",,424.0,31/07/22,423,Shabri,No double yet,51.0730792931631,32.9855670371207,52,free_ukraine,21,1.0,209628.0,680460.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[32.98564315946256,51.073041742152306]}"
00000000000000000114_0,2,680.0,984.0,1328.0,2622.0,65535.0,805.0,1213.0,1608.0,3403.0,65535.0,476,Harvested 13/07/22,,476.0,13/07/22,475,Shabri,No double yet,47.9529229498222,31.8298230395048,56,free_ukraine,21,1.0,136308.0,330912.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[31.829870714914385,47.952833434291556]}"
0000000000000000011e_0,3,461.0,718.0,993.0,1884.0,65535.0,1016.0,1487.0,2185.0,3271.0,65535.0,529,"Harvested 13/07/22, Burnt 27/07/22",,529.0,20/07/22,528,Shabri,No double yet,46.6964160464423,31.2793760078962,77,free_ukraine,21,1.0,97512.0,190020.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[31.279472940334355,46.696359846393584]}"
0000000000000000011f_0,3,529.0,762.0,1135.0,2284.0,65535.0,991.0,1405.0,2005.0,3223.0,65535.0,507,Harvested 20/07/22,,507.0,20/07/22,506,Shabri,No double yet,48.09228878181091,30.5647372033158,84,free_ukraine,21,1.0,41964.0,345060.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.564863131817276,48.09225196638691]}"
00000000000000000124_0,3,532.0,829.0,1278.0,2506.0,65535.0,1187.0,1642.0,2308.0,3306.0,65535.0,458,Harvested 18/07/22,,458.0,18/07/22,457,Shabri,No double yet,48.5596420431002,35.6253181968891,92,free_ukraine,21,1.0,414072.0,411324.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[35.62543245337619,48.55955557718588]}"
00000000000000000129_0,2,498.0,802.0,1284.0,2580.0,65535.0,648.0,975.0,1358.0,2361.0,65535.0,431,Harvested - 23/07/22,,431.0,23/07/22,430,Josef,No double yet,49.5476258562054,32.4081645731454,98,free_ukraine,21,1.0,174120.0,509604.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[32.40820609483053,49.54752272666053]}"
0000000000000000012b_0,3,455.0,795.0,943.0,3119.0,65535.0,680.0,1004.0,1355.0,3149.0,65535.0,510,Harvested - 07/07/22,,510.0,07/07/22,509,Josef,No double yet,46.9677156163111,31.5641413778195,101,free_ukraine,21,1.0,118632.0,220656.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[31.564238885400243,46.96765106219768]}"
0000000000000000012f_0,3,361.0,592.0,762.0,2450.0,65535.0,411.0,657.0,989.0,1970.0,65535.0,452,Harvested 07/08 - 08/08/22,,452.0,07/08/22,451,Josef,No double yet,49.7253259532336,34.8545667666413,108,free_ukraine,21,1.0,349668.0,537240.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.854677939601636,49.725209489859374]}"
00000000000000000131_0,2,1025.0,1512.0,2161.0,3510.0,65535.0,425.0,551.0,769.0,1403.0,65535.0,586,Harvested 26/06-28/06/22,,586.0,27/06/22,585,Josef,No double yet,45.61055250772029,29.1335418685503,111,free_ukraine,21,1.0,-67332.0,68472.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.133577389629643,45.61047633094991]}"
00000000000000000132_0,3,519.0,717.0,1212.0,2313.0,65535.0,675.0,907.0,1325.0,2164.0,65535.0,528,Harvested 28/07/22,,528.0,28/07/22,527,Josef,No double yet,48.2512496254284,35.0838410861712,112,free_ukraine,21,1.0,376416.0,374400.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[35.08392800010894,48.25116394014765]}"
00000000000000000136_0,0,320.0,481.0,755.0,1732.0,65535.0,573.0,785.0,1136.0,2136.0,65535.0,564,Harvested 29/07/22,,564.0,29/07/22,563,Josef,No double yet,50.2635686890679,35.7167657598144,118,free_ukraine,21,1.0,407472.0,600996.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[35.71688094929956,50.26348000810379]}"
0000000000000000013a_0,0,458.0,743.0,1154.0,2480.0,65535.0,352.0,422.0,547.0,1004.0,65535.0,106,Harvested 09/07/22,,106.0,09/07/22,105,Josef,No double yet,48.2011442974078,31.1359815032447,128,free_ukraine,20,1.0,84240.0,357636.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[31.13610182098888,48.201037947293784]}"
0000000000000000013e_0,3,522.0,850.0,1266.0,2783.0,65535.0,546.0,735.0,938.0,1752.0,65535.0,433,Harvested 30/07/22 + shelled before,,433.0,30/07/22,432,Josef,No double yet,49.8824019739202,30.7459963443418,136,free_ukraine,21,1.0,53604.0,544524.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.746053324624185,49.882324833051875]}"
00000000000000000141_0,0,510.0,700.0,1218.0,2453.0,65535.0,496.0,722.0,1214.0,2435.0,65535.0,449,Harvested 15/07-18/07/22,,449.0,16/07/22,448,Josef,No double yet,48.9535460325996,35.5798724223232,139,free_ukraine,21,1.0,407724.0,454872.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[35.57997769999974,48.953466829272294]}"
00000000000000000144_0,2,604.0,826.0,1328.0,2358.0,65535.0,1109.0,1632.0,2353.0,3732.0,65535.0,413,Harvested 10/07/22,,413.0,10/07/22,412,Josef,No double yet,48.1606510813969,32.2539860623076,143,free_ukraine,21,1.0,167256.0,354852.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[32.254055192075626,48.1606137595084]}"
0000000000000000014a_0,2,730.0,1127.0,1689.0,2799.0,65535.0,703.0,977.0,1310.0,1981.0,65535.0,467,Harvested 29/06-01/07/22,,467.0,30/06/22,466,Josef,No double yet,46.1517778502608,29.7193653782712,152,free_ukraine,21,1.0,-21600.0,128532.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.719458617932396,46.15171128963192]}"
0000000000000000014d_0,0,397.0,690.0,671.0,2874.0,65535.0,448.0,663.0,936.0,1875.0,65535.0,47,Harvested 26/07-30/07/22,,47.0,28/07/22,46,Josef,No double yet,48.95778122927629,26.6768485589114,157,free_ukraine,20,1.0,-242928.0,446316.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.67695458214799,48.95768891110765]}"
0000000000000000014f_0,3,472.0,736.0,1044.0,2476.0,65535.0,727.0,1027.0,1461.0,2866.0,65535.0,548,Harvested 24/07-25/07/22,,548.0,24/07/22,547,Josef,No double yet,48.306686445681,30.5329305670687,163,free_ukraine,21,1.0,39444.0,368940.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.532972939231033,48.30658999317782]}"
00000000000000000150_0,1,955.0,1450.0,2111.0,3298.0,65535.0,694.0,915.0,1211.0,2256.0,65535.0,470,Harvested 05/07-10/07/22,,470.0,08/07/22,469,Josef,No double yet,48.4331543021684,28.1728849618926,165,free_ukraine,21,1.0,-134904.0,384420.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.17300885632064,48.43307278518186]}"
00000000000000000151_0,3,415.0,635.0,762.0,2559.0,65535.0,745.0,1129.0,1450.0,3269.0,65535.0,590,Harvested 15/07-22/07/22,,590.0,19/07/22,589,Josef,No double yet,48.6980666999356,36.2262493300164,167,free_ukraine,21,1.0,457044.0,429924.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.226315546923736,48.6979859624687]}"
00000000000000000154_0,0,301.0,518.0,502.0,2300.0,65535.0,552.0,537.0,832.0,2103.0,65535.0,409,Harvested 30/07-02/08/22,,409.0,31/07/22,408,Josef,No double yet,49.4935999493802,35.7625832073227,171,free_ukraine,21,1.0,416796.0,515784.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[35.76269502878965,49.49353397808495]}"
00000000000000000156_0,2,649.0,884.0,1470.0,2633.0,65535.0,987.0,1406.0,2095.0,3214.0,65535.0,525,Harvested 16/07/22,,525.0,16/07/22,524,Josef,No double yet,47.908535286767,35.4525585511944,177,free_ukraine,21,1.0,406236.0,338052.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[35.45259659271159,47.90845665925605]}"
00000000000000000159_0,2,523.0,754.0,1072.0,1995.0,65535.0,791.0,1040.0,1389.0,2450.0,65535.0,443,Harvested 09/07-11/07/22,,443.0,10/07/22,442,Josef,No double yet,48.89829060951931,33.6069111256347,185,free_ukraine,21,1.0,263952.0,440580.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.607007841488034,48.898220439298946]}"
00000000000000000163_0,3,520.0,778.0,849.0,2901.0,65535.0,509.0,652.0,895.0,1748.0,65535.0,362,Harvested 31/07/2022,,362.0,31/07/22,361,Fangjie,No double yet,50.457855232807,33.6650727573093,205,free_ukraine,20,1.0,260388.0,614136.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.66512884037057,50.45778560405884]}"
